Age,Gender,Education Level,Job Title,Years of Experience,Salary
54.0,Male,PhD,Principal Software Engineer,17.0,101950
49.0,Male,PhD,Principal Software Engineer,15.0,101261
38.0,Male,Master's Degree,Lead Software Engineer,12.0,221544
54.0,Male,PhD,Principal Software Engineer,18.0,98786
31.0,Male,Master's Degree,Senior Software Engineer,6.0,67735
56.0,Male,PhD,Principal Software Engineer,17.0,112366
31.0,Male,Master's Degree,Lead Software Engineer,12.0,248483
42.0,Male,PhD,Lead Software Engineer,12.0,275183
44.0,Male,Master's Degree,Lead Software Engineer,11.0,66217
37.0,Male,Master's Degree,Lead Software Engineer,12.0,260674
24.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,38706
27.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,42581
42.0,Male,PhD,Lead Software Engineer,12.0,295105
24.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,34293
28.0,Female,Bachelor's Degree,Software Engineer,3.0,39995
43.0,Male,PhD,Principal Software Engineer,13.0,100939
31.0,Male,Master's Degree,Senior Software Engineer,7.0,61285
43.0,Male,PhD,Principal Software Engineer,13.0,103068
27.0,Female,Master's Degree,Junior Software Engineer,2.0,49169
49.0,Male,PhD,Principal Software Engineer,15.0,111949
48.0,Male,PhD,Principal Software Engineer,16.0,113019
31.0,Male,Master's Degree,Senior Software Engineer,6.0,58886
40.0,Male,PhD,Lead Software Engineer,12.0,269106
36.0,Male,Master's Degree,Lead Software Engineer,12.0,226347
54.0,Male,PhD,Principal Software Engineer,17.0,106230
27.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,37803
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,38953
44.0,Male,Master's Degree,Lead Software Engineer,11.0,76559
43.0,Male,PhD,Principal Software Engineer,13.0,86687
54.0,Male,PhD,Principal Software Engineer,17.0,100513
32.0,Male,Master's Degree,Senior Software Engineer,6.0,64653
38.0,Male,Master's Degree,Lead Software Engineer,12.0,251863
49.0,Male,PhD,Principal Software Engineer,15.0,103470
27.0,Male,Bachelor's Degree,Software Engineer,3.0,38877
54.0,Male,PhD,Principal Software Engineer,17.0,112142
31.0,Male,Master's Degree,Senior Software Engineer,7.0,59562
24.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,32740
48.0,Male,PhD,Principal Software Engineer,16.0,115234
27.0,Female,Master's Degree,Junior Software Engineer,2.0,48919
43.0,Male,PhD,Principal Software Engineer,13.0,92117
44.0,Male,Master's Degree,Lead Software Engineer,11.0,71120
37.0,Male,Master's Degree,Lead Software Engineer,12.0,262997
56.0,Male,PhD,Principal Software Engineer,17.0,112048
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,41725
54.0,Male,PhD,Principal Software Engineer,17.0,115245
31.0,Male,Master's Degree,Senior Software Engineer,6.0,67563
49.0,Male,PhD,Principal Software Engineer,15.0,111173
27.0,Female,Master's Degree,Junior Software Engineer,2.0,48146
38.0,Male,Master's Degree,Lead Software Engineer,12.0,232496
27.0,Male,Bachelor's Degree,Software Engineer,3.0,42611
43.0,Male,PhD,Principal Software Engineer,13.0,94182
48.0,Male,PhD,Principal Software Engineer,16.0,100782
44.0,Male,Master's Degree,Lead Software Engineer,11.0,72640
54.0,Male,PhD,Principal Software Engineer,17.0,115804
37.0,Male,Master's Degree,Lead Software Engineer,12.0,245363
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,39984
27.0,Female,Master's Degree,Junior Software Engineer,2.0,53906
49.0,Male,PhD,Principal Software Engineer,15.0,104644
31.0,Male,Master's Degree,Senior Software Engineer,7.0,59526
27.0,Male,Bachelor's Degree,Software Engineer,3.0,36277
54.0,Male,PhD,Principal Software Engineer,17.0,111696
38.0,Male,Master's Degree,Lead Software Engineer,12.0,266380
44.0,Male,Master's Degree,Lead Software Engineer,11.0,72059
43.0,Male,PhD,Principal Software Engineer,13.0,97829
27.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,39835
48.0,Male,PhD,Principal Software Engineer,16.0,99953
31.0,Male,Master's Degree,Senior Software Engineer,6.0,56185
54.0,Male,PhD,Principal Software Engineer,17.0,109221
37.0,Male,Master's Degree,Lead Software Engineer,12.0,261365
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,36347
27.0,Female,Master's Degree,Junior Software Engineer,2.0,53889
34.0,Male,Bachelor's Degree,Software Engineer,5.0,49928
43.0,Female,Master's Degree,Lead Software Engineer,12.0,225868
27.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,43222
56.0,Female,PhD,Principal Software Engineer,18.0,113102
32.0,Male,Master's Degree,Senior Software Engineer,7.0,65254
40.0,Male,PhD,Lead Software Engineer,12.0,272350
23.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,39163
46.0,Male,PhD,Principal Software Engineer,16.0,103616
41.0,Female,PhD,Lead Software Engineer,11.0,82192
28.0,Female,Bachelor's Degree,Software Engineer,3.0,41692
34.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,50682
49.0,Male,PhD,Principal Software Engineer,15.0,105986
43.0,Male,PhD,Principal Software Engineer,13.0,92524
54.0,Male,PhD,Principal Software Engineer,16.0,103361
36.0,Male,Master's Degree,Lead Software Engineer,12.0,230950
33.0,Male,Master's Degree,Senior Software Engineer,6.0,67176
27.0,Female,Master's Degree,Junior Software Engineer,2.0,51325
44.0,Male,Master's Degree,Lead Software Engineer,11.0,75255
31.0,Male,Master's Degree,Senior Software Engineer,6.0,67093
38.0,Male,Master's Degree,Lead Software Engineer,12.0,233249
27.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,41986
54.0,Male,PhD,Principal Software Engineer,17.0,118031
31.0,Male,Master's Degree,Lead Software Engineer,12.0,247116
32.0,Male,Master's Degree,Senior Software Engineer,6.0,58898
38.0,Female,Master's Degree,Lead Software Engineer,10.0,70843
51.0,Male,PhD,Principal Software Engineer,16.0,109252
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,39335
27.0,Male,Bachelor's Degree,Software Engineer,3.0,43743
43.0,Male,PhD,Principal Software Engineer,13.0,99019
27.0,Female,Master's Degree,Software Engineer,3.0,47724
49.0,Male,PhD,Principal Software Engineer,15.0,102494
48.0,Male,PhD,Principal Software Engineer,16.0,98780
31.0,Male,Master's Degree,Senior Software Engineer,7.0,56416
40.0,Female,PhD,Lead Software Engineer,12.0,296019
24.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,33351
27.0,Male,Bachelor's Degree,Software Engineer,3.0,36642
42.0,Male,PhD,Lead Software Engineer,12.0,277767
24.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,32958
28.0,Female,Bachelor's Degree,Software Engineer,3.0,41106
43.0,Male,PhD,Principal Software Engineer,13.0,90045
31.0,Male,Master's Degree,Senior Software Engineer,7.0,60590
43.0,Male,PhD,Principal Software Engineer,13.0,103232
27.0,Female,Master's Degree,Junior Software Engineer,2.0,55112
49.0,Male,PhD,Principal Software Engineer,15.0,101475
48.0,Male,PhD,Principal Software Engineer,16.0,102297
31.0,Male,Master's Degree,Senior Software Engineer,6.0,66365
40.0,Male,PhD,Lead Software Engineer,12.0,279204
36.0,Male,Master's Degree,Lead Software Engineer,12.0,234542
54.0,Male,PhD,Principal Software Engineer,17.0,100399
27.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,37922
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,41283
44.0,Male,Master's Degree,Lead Software Engineer,11.0,77154
43.0,Male,PhD,Principal Software Engineer,13.0,97493
54.0,Male,PhD,Principal Software Engineer,17.0,108954
32.0,Male,Master's Degree,Senior Software Engineer,6.0,65297
38.0,Male,Master's Degree,Lead Software Engineer,12.0,232002
49.0,Male,PhD,Principal Software Engineer,15.0,116393
27.0,Male,Bachelor's Degree,Software Engineer,3.0,41916
54.0,Male,PhD,Principal Software Engineer,17.0,111824
31.0,Male,Master's Degree,Senior Software Engineer,7.0,63610
24.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,33483
48.0,Male,PhD,Principal Software Engineer,16.0,111381
27.0,Female,Master's Degree,Junior Software Engineer,2.0,50497
43.0,Male,PhD,Principal Software Engineer,13.0,87313
44.0,Male,Master's Degree,Lead Software Engineer,11.0,75333
37.0,Male,Master's Degree,Lead Software Engineer,12.0,221794
56.0,Male,PhD,Principal Software Engineer,17.0,105242
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,41635
54.0,Male,PhD,Principal Software Engineer,17.0,117365
31.0,Male,Master's Degree,Senior Software Engineer,6.0,59706
49.0,Male,PhD,Principal Software Engineer,15.0,101781
54.0,Male,PhD,Principal Software Engineer,17.0,114051
27.0,Male,Bachelor's Degree,Software Engineer,3.0,39117
42.0,Male,PhD,Lead Software Engineer,12.0,273604
38.0,Male,Master's Degree,Lead Software Engineer,12.0,240674
43.0,Male,PhD,Principal Software Engineer,13.0,90334
27.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,37246
31.0,Male,Master's Degree,Senior Software Engineer,7.0,57229
54.0,Male,PhD,Principal Software Engineer,17.0,110095
36.0,Male,Master's Degree,Lead Software Engineer,12.0,252170
27.0,Female,Master's Degree,Junior Software Engineer,2.0,52512
49.0,Male,PhD,Principal Software Engineer,15.0,103944
48.0,Male,PhD,Principal Software Engineer,16.0,116952
31.0,Male,Master's Degree,Senior Software Engineer,7.0,68077
40.0,Female,PhD,Lead Software Engineer,12.0,288068
24.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,37027
27.0,Male,Bachelor's Degree,Software Engineer,3.0,43481
43.0,Male,PhD,Principal Software Engineer,13.0,102891
27.0,Female,Master's Degree,Software Engineer,3.0,53324
49.0,Male,PhD,Principal Software Engineer,15.0,102232
48.0,Male,PhD,Principal Software Engineer,16.0,109674
31.0,Male,Master's Degree,Senior Software Engineer,6.0,68081
40.0,Male,PhD,Lead Software Engineer,12.0,302873
36.0,Male,Master's Degree,Lead Software Engineer,12.0,228424
54.0,Male,PhD,Principal Software Engineer,17.0,104656
27.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,42092
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,43060
44.0,Male,Master's Degree,Lead Software Engineer,11.0,70564
43.0,Male,PhD,Principal Software Engineer,13.0,97581
54.0,Male,PhD,Principal Software Engineer,17.0,109285
32.0,Male,Master's Degree,Senior Software Engineer,6.0,58225
38.0,Male,Master's Degree,Lead Software Engineer,12.0,237731
49.0,Male,PhD,Principal Software Engineer,15.0,118272
27.0,Male,Bachelor's Degree,Software Engineer,3.0,40937
54.0,Male,PhD,Principal Software Engineer,17.0,113817
31.0,Male,Master's Degree,Senior Software Engineer,7.0,58474
24.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,32816
48.0,Male,PhD,Principal Software Engineer,16.0,101368
27.0,Female,Master's Degree,Junior Software Engineer,2.0,48792
43.0,Male,PhD,Principal Software Engineer,13.0,99445
44.0,Male,Master's Degree,Lead Software Engineer,11.0,69940
37.0,Male,Master's Degree,Lead Software Engineer,12.0,258990
56.0,Male,PhD,Principal Software Engineer,17.0,104147
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,40534
54.0,Male,PhD,Principal Software Engineer,17.0,101937
31.0,Male,Master's Degree,Senior Software Engineer,6.0,58763
49.0,Male,PhD,Principal Software Engineer,15.0,108469
54.0,Male,PhD,Principal Software Engineer,17.0,118697
27.0,Male,Bachelor's Degree,Software Engineer,3.0,37628
42.0,Male,PhD,Lead Software Engineer,12.0,264990
38.0,Male,Master's Degree,Lead Software Engineer,12.0,237879
36.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,43806
29.0,Female,Master's Degree,Software Engineer,3.0,56358
41.0,Female,PhD,Principal Software Engineer,14.0,104276
33.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,51516
42.0,Male,PhD,Lead Software Engineer,12.0,303029
28.0,Male,Bachelor's Degree,Junior Software Engineer,2.0,40128
55.0,Male,PhD,Principal Software Engineer,18.0,102573
26.0,Female,Master's Degree,Junior Software Engineer,1.0,51314
47.0,Male,PhD,Principal Software Engineer,16.0,111993
44.0,Female,PhD,Lead Software Engineer,11.0,78643
30.0,Male,Master's Degree,Software Engineer,5.0,58474
39.0,Female,Master's Degree,Lead Software Engineer,12.0,237064
32.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,52116
50.0,Male,PhD,Principal Software Engineer,17.0,108998
27.0,Male,Bachelor's Degree,Software Engineer,3.0,38134
46.0,Male,PhD,Principal Software Engineer,14.0,102537
25.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,37638
43.0,Male,PhD,Principal Software Engineer,13.0,104424
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,52668
29.0,Female,Master's Degree,Software Engineer,3.0,54015
40.0,Female,PhD,Lead Software Engineer,12.0,276611
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,60413
41.0,Male,PhD,Principal Software Engineer,13.0,93617
30.0,Male,Master's Degree,Software Engineer,5.0,56322
33.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,50141
55.0,Male,PhD,Principal Software Engineer,18.0,114856
26.0,Female,Master's Degree,Junior Software Engineer,1.0,47966
47.0,Male,PhD,Principal Software Engineer,16.0,111191
44.0,Female,PhD,Lead Software Engineer,11.0,88277
30.0,Male,Master's Degree,Software Engineer,5.0,67722
39.0,Female,Master's Degree,Lead Software Engineer,12.0,235803
32.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,50576
50.0,Male,PhD,Principal Software Engineer,17.0,100039
27.0,Male,Bachelor's Degree,Software Engineer,3.0,43499
46.0,Male,PhD,Principal Software Engineer,14.0,99406
25.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,38146
43.0,Male,PhD,Principal Software Engineer,13.0,103078
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,60445
29.0,Female,Master's Degree,Software Engineer,3.0,48524
40.0,Female,PhD,Lead Software Engineer,12.0,308271
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,53370
41.0,Male,PhD,Principal Software Engineer,13.0,102199
30.0,Male,Master's Degree,Software Engineer,5.0,63817
33.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,49610
55.0,Male,PhD,Principal Software Engineer,18.0,108499
26.0,Female,Master's Degree,Junior Software Engineer,1.0,50627
47.0,Male,PhD,Principal Software Engineer,16.0,103042
44.0,Female,PhD,Lead Software Engineer,11.0,90700
30.0,Male,Master's Degree,Software Engineer,5.0,65220
39.0,Female,Master's Degree,Lead Software Engineer,12.0,242464
32.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,48214
50.0,Male,PhD,Principal Software Engineer,17.0,97790
27.0,Male,Bachelor's Degree,Software Engineer,3.0,40960
46.0,Male,PhD,Principal Software Engineer,14.0,93885
25.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,35997
43.0,Male,PhD,Principal Software Engineer,13.0,97516
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,57805
29.0,Female,Master's Degree,Software Engineer,3.0,55863
40.0,Female,PhD,Lead Software Engineer,12.0,279796
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,60762
41.0,Male,PhD,Principal Software Engineer,13.0,93046
30.0,Male,Master's Degree,Software Engineer,5.0,62491
33.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,43882
55.0,Male,PhD,Principal Software Engineer,18.0,107566
26.0,Female,Master's Degree,Junior Software Engineer,1.0,43892
47.0,Male,PhD,Principal Software Engineer,16.0,100788
44.0,Female,PhD,Lead Software Engineer,11.0,84156
30.0,Male,Master's Degree,Software Engineer,5.0,64425
39.0,Female,Master's Degree,Lead Software Engineer,12.0,251095
32.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,47996
50.0,Male,PhD,Principal Software Engineer,17.0,108718
27.0,Male,Bachelor's Degree,Software Engineer,3.0,38482
46.0,Male,PhD,Principal Software Engineer,14.0,105182
25.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,33036
43.0,Male,PhD,Principal Software Engineer,13.0,102458
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,52041
29.0,Female,Master's Degree,Software Engineer,3.0,47523
40.0,Female,PhD,Lead Software Engineer,12.0,265096
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,52440
41.0,Male,PhD,Principal Software Engineer,13.0,89908
30.0,Male,Master's Degree,Software Engineer,5.0,66422
33.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,49406
55.0,Male,PhD,Principal Software Engineer,18.0,106577
26.0,Female,Master's Degree,Junior Software Engineer,1.0,51380
47.0,Male,PhD,Principal Software Engineer,16.0,105538
44.0,Female,PhD,Lead Software Engineer,11.0,88566
30.0,Male,Master's Degree,Software Engineer,5.0,58947
39.0,Female,Master's Degree,Lead Software Engineer,12.0,265420
32.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,48205
50.0,Male,PhD,Principal Software Engineer,17.0,97698
27.0,Male,Bachelor's Degree,Software Engineer,3.0,38661
46.0,Male,PhD,Principal Software Engineer,14.0,94326
25.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,32409
43.0,Male,PhD,Principal Software Engineer,13.0,101377
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,51749
29.0,Female,Master's Degree,Software Engineer,3.0,47233
40.0,Female,PhD,Lead Software Engineer,12.0,261822
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,52473
41.0,Male,PhD,Principal Software Engineer,13.0,94331
30.0,Male,Master's Degree,Software Engineer,5.0,65894
33.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,49885
55.0,Male,PhD,Principal Software Engineer,18.0,111978
26.0,Female,Master's Degree,Junior Software Engineer,1.0,46095
47.0,Male,PhD,Principal Software Engineer,16.0,108509
44.0,Female,PhD,Lead Software Engineer,11.0,80234
30.0,Male,Master's Degree,Software Engineer,5.0,66253
39.0,Female,Master's Degree,Lead Software Engineer,12.0,227946
32.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,46812
50.0,Male,PhD,Principal Software Engineer,17.0,111557
27.0,Male,Bachelor's Degree,Software Engineer,3.0,36639
46.0,Male,PhD,Principal Software Engineer,14.0,92630
25.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,36382
43.0,Male,PhD,Principal Software Engineer,13.0,105022
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,57743
29.0,Female,Master's Degree,Software Engineer,3.0,47181
40.0,Female,PhD,Lead Software Engineer,12.0,283300
35.0,Male,Bachelor's Degree,Senior Software Engineer,8.0,51494
41.0,Male,PhD,Principal Software Engineer,13.0,103880
30.0,Male,Master's Degree,Software Engineer,5.0,58663
33.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,45759
55.0,Male,PhD,Principal Software Engineer,18.0,113067
31.0,Male,Bachelor's Degree,Senior Software Engineer,6.0,50962
42.0,Female,Master's Degree,Principal Software Engineer,13.0,75784
27.0,Female,Bachelor's Degree,Software Engineer,3.0,42865
51.0,Male,PhD,Principal Software Engineer,19.0,113619
34.0,Female,Master's Degree,Senior Software Engineer,7.0,57795
38.0,Male,Bachelor's Degree,Lead Software Engineer,11.0,61145
29.0,Male,Bachelor's Degree,Software Engineer,5.0,52042
43.0,Female,PhD,Principal Software Engineer,14.0,94900
36.0,Male,Master's Degree,Senior Software Engineer,8.0,66305
48.0,Male,PhD,Principal Software Engineer,16.0,110759
35.0,Female,Bachelor's Degree,Senior Software Engineer,8.0,56329
30.0,Female,Master's Degree,Software Engineer,4.0,49843
50.0,Male,PhD,Principal Software Engineer,18.0,104036
29.0,Male,Bachelor's Degree,Software Engineer,4.0,38216
